FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
8014	<geoprocessing describe geometry object object at 0x0F02CB00>	MN	714	14	104	  83	3001	02	3	10011	E003	10	5600	1	04	1A	437 WEST 16 STREET	C6-3	 	 	 	 	 	WCH	 	 	 	N	O2	05	0	P	HENYA REALTY LLC	4707	27456	27456	0	27456	0	0	0	0	0	2	1	5.0	0	9	51.17	92.0	51.0	90.0	 	3	N	5	2	427950.0	5378850.0	0.0	0.0	1920	1989	0	 	 	5.83	7.52	6.0	10.0	1	1007140014.0	0	0083	982609	210027	8b	 	103 041	10302	E-142	0.0	 	1	16V2	0	292.980896005	4847.09383478
8019	<geoprocessing describe geometry object object at 0x0F02C660>	MN	715	3	104	  83	3000	02	3	10011	E003	10	5600	1	04	1B	118 10 AVENUE	C6-3	 	 	 	 	 	WCH	 	 	 	N	K2	05	0	 	BARMAPOV BENNY	6883	13760	13760	0	0	13760	0	0	0	0	2	1	1.0	0	1	68.83	100.0	69.0	100.0	 	3	N	5	0	900000.0	3563100.0	0.0	0.0	1950	1988	2000	 	 	2.0	7.52	6.0	10.0	1	1007150003.0	0	0083	982501	210407	8b	 	103 041	10302	E-142	0.0	 	1	16V2	0	345.75799551	7171.37279679
8030	<geoprocessing describe geometry object object at 0x0F02C960>	MN	716	1	104	  89	3001	02	3	10011	E003	10	5600	1	04	1B	130 10 AVENUE	R8A	 	 	 	C2-5	 	 	 	 	 	N	S4	04	0	 	10TH AVENUE RIVER LLC	1875	5225	1875	3350	0	1875	0	0	0	0	2	1	4.5	4	5	25.0	75.0	25.0	75.0	 	2	N	3	5	140698.0	329550.0	0.0	0.0	1910	0	0	 	 	2.79	6.0	0.0	6.0	1	1007160001.0	0	0089	982575	210565	8b	 	103 041	10302	 	0.0	 	1	16V2	0	207.036462157	2045.95717362
8037	<geoprocessing describe geometry object object at 0x0F02C740>	MN	715	59	104	  83	3000	02	3	10011	E003	10	5600	1	04	1B	442 WEST 18 STREET	C6-3	 	 	 	 	 	WCH	 	 	 	N	G9	07	0	 	RETACO HOLDING CORP	21375	35720	35720	0	16720	0	19000	0	0	0	2	2	2.0	0	1	225.0	92.0	35.0	88.0	 	3	N	5	0	1395000.0	4387950.0	0.0	0.0	1915	2003	0	 	 	1.67	7.52	6.0	10.0	1	1007150059.0	0	0083	982717	210354	8b	 	103 041	10302	E-142	0.0	 	1	16V2	0	641.837113875	21538.5731537
8045	<geoprocessing describe geometry object object at 0x0F02CB00>	MN	716	13	104	  89	3001	02	3	10011	E003	10	5600	1	04	1B	443 WEST 18 STREET	R8A	 	 	 	 	 	 	 	 	 	N	K2	05	0	P	ALCAM PROPERTY MANAGE	8425	16866	16866	0	0	16866	0	0	0	0	2	1	2.0	0	2	91.67	92.0	98.0	92.0	 	2	N	5	0	450000.0	1938600.0	0.0	0.0	1920	0	0	 	 	2.0	6.0	0.0	6.0	1	1007160013.0	0	0089	982827	210464	8b	 	103 041	10302	 	0.0	 	1	16V2	0	373.596835023	8720.85710646
8067	<geoprocessing describe geometry object object at 0x0312F660>	MN	715	64	104	  83	3000	02	3	10011	E003	10	5600	1	04	1B	124 10 AVENUE	C6-3	 	 	 	 	 	WCH	 	 	 	N	K4	04	0	 	NANIS KOSTAS	3925	4380	4380	0	0	3960	0	420	0	0	2	1	2.0	0	1	44.67	100.0	44.0	90.0	 	0	Y	5	5	128700.0	915300.0	0.0	0.0	2000	0	0	 	 	1.12	7.52	6.0	10.0	1	1007150064.0	0	0083	982523	210458	8b	 	103 041	10302	E-142	0.0	 	1	16V2	0	296.835546862	4064.25264647
8083	<geoprocessing describe geometry object object at 0x0312F660>	MN	712	38	104	  83	3003	02	3	10011	E003	10	5600	1	04	1A	404 WEST 15 STREET	M1-5	 	 	 	 	 	WCH	 	 	 	N	E9	06	0	 	G.D.C.L. HOLDINGS LLC	4450	5698	5698	0	0	0	0	5698	0	0	2	1	1.0	0	1	50.0	88.83	50.0	87.0	 	2	N	5	0	120150.0	302850.0	0.0	0.0	1950	0	0	Gansevoort Market Historic District	 	1.28	0.0	5.0	6.5	1	1007120038.0	0	0083	982692	209509	8b	 	103 040	10302	E-350	0.0	 	1	16V2	0	292.964918146	4814.58964024
8112	<geoprocessing describe geometry object object at 0x0312F660>	MN	712	1	104	  83	3003	02	3	10014	E003	10	5600	1	04	1B	444 WEST 15 STREET	M1-5	 	 	 	 	 	WCH	 	 	 	N	O6	05	1	P	JAMESTOWN 450 WEST 15	34188	281361	281361	0	154952	17865	0	108544	0	0	2	1	8.0	0	30	151.11	206.5	150.0	206.5	 	0	Y	5	5	2979900.0	41408550.0	0.0	0.0	1936	1971	2012	 	 	8.23	0.0	5.0	6.5	1	1007120001.0	0	0083	982238	209695	8b	 	103 040	10302	E-350	1007120001.0	02/21/2014	1	16V2	0	834.774502477	38820.8410549
8115	<geoprocessing describe geometry object object at 0x0312F660>	MN	716	2	104	  89	3001	02	3	10011	E003	10	5600	1	04	1B	132 10 AVENUE	R8A	 	 	 	C2-5	 	 	 	 	 	N	K4	04	0	 	132 TENTH AVENUE LLC	1675	3909	3909	0	2281	1628	0	0	0	0	2	1	3.0	0	1	22.33	75.0	22.0	74.0	E	3	N	5	0	78300.0	672300.0	0.0	0.0	1910	1998	0	 	 	2.33	6.0	0.0	6.0	1	1007160002.0	0	0089	982587	210586	8b	 	103 041	10302	 	0.0	 	1	16V2	0	198.629433084	1722.8823163
8118	<geoprocessing describe geometry object object at 0x0312F660>	MN	712	40	104	  83	3003	02	3	10011	E003	10	5600	1	04	1A	408 WEST 15 STREET	M1-5	 	 	 	 	 	WCH	 	 	 	N	K4	04	0	 	408 WEST 15TH STREET	5163	25065	25065	0	0	25065	0	0	0	0	2	1	5.0	0	5	50.0	103.25	50.0	100.0	 	3	N	5	2	348300.0	3721050.0	0.0	0.0	1950	0	0	Gansevoort Market Historic District	 	4.85	0.0	5.0	6.5	1	1007120040.0	0	0083	982644	209526	8b	 	103 040	10302	 	0.0	 	1	16V2	0	326.139778467	5638.72039158
