FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
4	<geoprocessing describe geometry object object at 0x0F02D5E0>	MN	1	10	101	   5	1018	02	1	10004	E007	1	8100	1	01	 	1 GOVERNORS ISLAND	R3-2	 	 	 	 	 	GI	 	 	 	N	Y4	08	0	P	GOVERNORS ISLAND CORP	7736692	2725731	2725731	0	0	0	0	0	0	2725731	2	158	0.0	0	0	0.0	0.0	0.0	0.0	 	0	N	5	5	104445450.0	156510900.0	104445450.0	156510900.0	1900	0	0	Governors Island Historic District	CASTLE WILLIAMS	0.35	0.6	0.0	1.0	1	1000010010.0	0	0005	979071	190225	16a	Y	199 999	10101	 	0.0	 	1	16V2	0	12277.8305691	7550344.41382
5	<geoprocessing describe geometry object object at 0x0F02D360>	MN	1	101	101	   1	1001	02	1	10004	E007	1	8200	1	01	 	1 LIBERTY ISLAND	R3-2	 	 	 	 	 	 	 	 	 	N	P7	08	0	X	U S GOVT LAND & BLDGS	541886	541886	541886	0	0	0	0	0	0	541886	2	10	0.0	0	0	500.0	1046.0	0.0	0.0	 	0	Y	5	5	4225950.0	12197250.0	4225950.0	12197250.0	1900	0	0	 	STATUE OF LIBERTY NATIONAL MONUMENT	1.0	0.6	0.0	1.0	1	1000010101.0	0	0001	971677	190636	16a	Y	199 999	10101	 	0.0	 	1	16V2	0	3940.83839114	501897.161044
10	<geoprocessing describe geometry object object at 0x0F02DE20>	MN	3	1	101	 319	1000	02	1	10004	L015	1	9000	1	01	 	10 BATTERY PARK	PARK	 	 	 	 	 	 	 	 	 	N	Q1	09	0	C	PARKS AND RECREATION	945425	945425	945425	0	0	0	0	0	0	945425	2	6	1.0	0	4	323.0	1260.0	89.0	57.0	 	1	Y	1	0	127100700.0	129665250.0	127100700.0	129665250.0	1951	0	0	 	BATTERY PARK CONTROL HOUSE (IRT SUB	1.0	0.0	0.0	0.0	1	1000030001.0	0	0319	979916	195328	12b	 	101S087	10101	 	0.0	 	1	16V2	0	5915.52645609	921410.127585
13	<geoprocessing describe geometry object object at 0x0F02D4E0>	MN	3	4	101	 	 	 	0	0	 	0	0	 	 	 	 	PARK	 	 	 	 	 	 	 	 	 	 	Q0	09	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	 	 	 	 	 	0.0	0.0	0.0	0.0	0	0	0	 	 	0.0	0.0	0.0	0.0	1	1000030004.0	0	0000	0	0	12b	 	11S 087	1	 	0.0	 	3	16V2	0	215.258336362	2776.90477158
16	<geoprocessing describe geometry object object at 0x0F02DE00>	MN	3	10	101	 319	1003	02	1	10004	L015	1	9000	1	01	 	1 SOUTH STREET	M1-4	 	 	 	 	 	LM	 	 	 	N	Z9	 	0	X	UNITED STATES AMERICA	123800	123800	123800	0	0	0	0	0	0	123800	2	2	3.0	0	1	362.0	177.33	37.0	227.0	 	1	Y	2	0	11070000.0	15070950.0	11070000.0	15070950.0	1960	0	0	 	 	1.0	0.0	2.0	6.5	1	1000030010.0	0	0319	980245	194640	12b	 	101S087	10101	 	0.0	 	1	16V2	0	1260.97361633	42164.6414409
23181	<geoprocessing describe geometry object object at 0x0F02D040>	MN	1111	1	164	 143	1039	03	6	10023	E039	22	9100	1	07	1A	1000 5 AVENUE	PARK	 	 	 	 	 	 	 	 	 	N	Q1	09	0	C	CULTURAL AFFAIRS	36590000	0	0	0	0	0	0	0	0	0	7	60	0.0	0	0	0.0	0.0	0.0	0.0	E	0	N	5	5	2855117700.0	3302640000.0	2855117700.0	3302640000.0	0	0	0	 	METROPOLITAN MUSEUM OF ART	0.0	0.0	0.0	0.0	1	1011110001.0	0	0143	993791	224362	8c	Y	106W070	10406	 	0.0	 	1	16V2	0	32106.0091746	36538762.2441
33731	<geoprocessing describe geometry object object at 0x0F02D460>	MN	1819	10	111	 240	1002	04	8	10035	E035	25	8400	1	11	 	        WARDS ISLAND	PARK	 	 	 	 	 	 	 	 	 	N	Q1	09	1	C	PARKS AND RECREATION	12300030	948	948	0	0	0	0	0	0	948	2	48	1.0	0	1	3000.0	4000.0	31.0	21.0	 	1	Y	5	0	14596200.0	75253950.0	14596200.0	75253950.0	1961	0	0	 	 	0.0	0.0	0.0	0.0	1	1018190010.0	0	0240	1003776	225496	6b	Y	199 999	10611	 	0.0	 	1	16V2	0	14775.8026332	9006935.77784
35442	<geoprocessing describe geometry object object at 0x0F02DF80>	MN	1819	50	111	 	 	 	0	10035	E035	25	0	 	 	 	        RANDALLS ISLAND	R6	 	 	 	 	 	 	 	 	 	N	U9	07	0	C	DEPT OF ENVIRONMENTAL	0	0	0	0	0	0	0	0	0	0	7	0	0.0	0	0	140.0	120.0	0.0	0.0	 	0	Y	5	5	0.0	0.0	0.0	0.0	0	0	0	 	 	0.0	2.43	0.0	4.8	1	1018190050.0	0	0000	0	0	6b	 	199 999	10611	 	0.0	 	1	16V2	0	4601.6132434	1217392.47224
35444	<geoprocessing describe geometry object object at 0x0F02D400>	MN	1819	15	111	 240	1004	04	8	10035	E035	25	8400	1	11	 	        WARDS ISLAND	M3-1	 	 	 	 	 	 	 	 	 	N	U9	07	1	C	DEPT OF GENERAL SERVI	3302500	0	0	0	0	0	0	0	0	0	7	53	0.0	0	0	375.0	160.0	0.0	0.0	 	0	Y	5	5	0.0	0.0	0.0	0.0	0	0	0	 	 	0.0	0.0	2.0	0.0	1	1018190015.0	0	0240	1005872	226177	6b	 	199 999	10611	 	0.0	 	1	16V2	0	8153.94798575	2960810.76046
35445	<geoprocessing describe geometry object object at 0x0F02D540>	MN	1819	40	111	 240	1004	04	8	10035	E035	25	8400	1	11	 	8 RANDALLS ISLAND	M3-1	 	 	 	 	 	 	 	 	 	N	Y1	08	1	C	FIRE DEPARTMENT	1000000	94875	94875	0	0	0	0	0	0	94875	2	18	5.0	0	1	132.5	306.5	0.0	0.0	 	0	Y	5	5	12059100.0	24129000.0	12059100.0	24129000.0	1965	0	0	 	 	0.09	0.0	2.0	0.0	1	1018190040.0	0	0240	1006471	227640	6b	 	199 999	10611	 	0.0	 	1	16V2	0	5203.05370901	912324.799053
