FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
152	<geoprocessing describe geometry object object at 0x0312F880>	MN	184	2	101	  39	2000	02	1	10013	L010	1	7700	1	01	3A	211 WEST STREET	M2-3	 	 	 	 	 	 	 	 	 	N	T2	07	0	O	NYS DOT	60200	0	0	0	0	0	0	0	0	0	7	0	0.0	0	0	70.08	859.83	0.0	0.0	 	0	Y	2	5	5130000.0	6192450.0	5130000.0	6192450.0	1940	0	0	 	 	0.0	0.0	2.0	0.0	1	1001840002.0	0	0039	980169	201424	12a	 	101S096	10105	 	0.0	 	1	16V2	0	579.693621543	3076.63859574
199	<geoprocessing describe geometry object object at 0x0312F440>	MN	184	10	101	  39	 	02	1	10013	L010	1	7700	1	01	3A	        MARGINAL STREET	M2-3	 	 	 	 	 	 	 	 	 	N	T2	07	0	O	NYS DOT	105324	0	0	0	0	0	0	0	0	0	7	0	0.0	0	0	75.17	999.75	0.0	0.0	 	0	Y	5	5	22023000.0	22023000.0	22023000.0	22023000.0	0	0	0	 	 	0.0	0.0	2.0	0.0	1	1001840010.0	0	0039	0	0	12a	 	101S096	10105	 	0.0	 	1	16V2	0	1463.98735703	3038.32559244
213	<geoprocessing describe geometry object object at 0x0312F780>	MN	184	8	101	  39	2000	02	1	10013	L010	1	7700	1	01	3A	        MARGINAL STREET	M2-3	 	 	 	 	 	 	 	 	 	N	T2	07	0	O	NYS DOT	149537	98000	98000	0	0	0	0	98000	0	0	2	3	1.0	0	2	345.0	994.0	200.0	200.0	 	1	Y	2	0	10916550.0	13723200.0	10916550.0	13723200.0	1900	0	0	 	 	0.66	0.0	2.0	0.0	1	1001840008.0	0	0039	980261	202047	12a	 	101S097	10105	 	0.0	 	1	16V2	0	1006.09061835	45485.55928
221	<geoprocessing describe geometry object object at 0x0312F240>	MN	184	5	101	  39	2000	02	1	10013	L010	1	7700	1	01	3A	        MARGINAL STREET	M2-3	 	 	 	 	 	 	 	 	 	N	T2	07	0	O	NYS DOT	142454	168830	168830	0	0	0	0	0	0	168830	2	3	2.0	0	1	125.0	939.0	125.0	939.0	 	0	Y	5	5	8550450.0	11662650.0	8550450.0	11662650.0	1940	0	0	 	 	1.19	0.0	2.0	0.0	1	1001840005.0	0	0039	980211	201720	12a	 	101S097	10105	 	0.0	 	1	16V2	0	1789.33821251	79913.8980433
224	<geoprocessing describe geometry object object at 0x0312F980>	MN	656	9	102	  37	1003	02	3	10014	L008	1	6800	1	02	1B	        PIER 34	M2-3	 	 	 	 	 	 	 	 	 	N	T2	07	0	O	NYS DOT	457100	46675	46675	0	0	0	0	0	0	46675	2	1	1.0	0	1	447.0	980.0	170.0	980.0	 	0	Y	5	5	7154100.0	14591250.0	7154100.0	14591250.0	1988	0	0	 	 	0.1	0.0	2.0	0.0	1	1006560009.0	0	0037	0	0	12a	 	101S098	10210	 	0.0	 	1	16V2	0	4022.38752981	53850.2132378
246	<geoprocessing describe geometry object object at 0x0312F900>	MN	143	21	101	  39	4007	02	1	10013	E007	1	7700	1	01	3A	335 GREENWICH STREET	C6-2A	 	 	 	 	 	TMU	 	 	 	N	D4	03	0	P	HANOVER RIVER HOUSE I	5036	55800	1000	54800	0	1000	0	0	0	0	2	1	13.0	28	29	50.17	100.0	50.0	100.0	 	3	Y	3	2	1156500.0	4840200.0	25960.0	25960.0	1931	1979	0	Tribeca West Historic District	 	11.08	6.02	6.0	6.5	1	1001430021.0	0	0039	981421	200836	12a	 	101S016	10104	 	0.0	 	1	16V2	0	312.332683341	5547.14394614
248	<geoprocessing describe geometry object object at 0x0312F540>	MN	136	7504	101	  21	1001	02	1	10007	L010	1	7700	1	01	 	54 WARREN STREET	C6-3A	 	 	 	 	 	TMU	 	 	 	N	RM	04	0	 	 	2506	14500	4595	9905	0	1942	0	2653	0	0	2	1	6.0	4	5	25.25	100.25	25.0	88.0	 	0	N	5	5	337501.0	1507500.0	0.0	0.0	1915	1989	2003	 	 	5.79	7.52	6.0	7.5	1	1001367504.0	1661	0021	981744	199739	12b	 	101S017	10104	 	1001360011.0	09/11/2007	1	16V2	7	258.967907538	2642.80483064
249	<geoprocessing describe geometry object object at 0x0312FEE0>	MN	173	2	101	  33	1006	02	1	10013	L001	1	7700	1	01	3A	83 WORTH STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	O5	05	0	P	157 WEST 49TH ST RTYC	4764	20700	20700	0	14958	5742	0	0	0	0	2	1	5.0	0	5	47.58	100.0	48.0	98.0	E	3	N	5	2	388350.0	2241000.0	0.0	0.0	1920	0	0	Tribeca East Historic District	 	4.35	6.02	6.0	6.5	1	1001730002.0	0	0033	982808	200443	12a	 	101S033	10105	 	0.0	 	1	16V2	0	306.81393946	5118.31699995
250	<geoprocessing describe geometry object object at 0x0312F9A0>	MN	125	20	101	  21	1009	02	1	10007	L010	1	7700	1	01	 	50 PARK PLACE	C5-3	 	 	 	 	 	LM	 	 	 	N	O6	05	0	P	100 CHURCH FEE OWNER	53354	918240	918240	0	905074	13166	0	0	0	0	2	1	19.0	0	33	160.08	335.0	159.0	335.0	 	0	Y	1	5	8415000.0	78000000.0	0.0	4268520.0	1959	2007	0	 	 	17.21	10.0	15.0	15.0	1	1001250020.0	0	0021	981440	199146	12b	 	101S014	10104	 	0.0	 	1	16V2	0	1018.11185925	56619.9757242
251	<geoprocessing describe geometry object object at 0x0312F740>	MN	149	5	101	  21	1003	02	1	10007	L001	1	7700	1	01	3A	83 CHAMBERS STREET	C6-3A	 	 	 	 	 	TMU	 	 	 	N	C7	04	0	 	83 ASSOCIATES LLC	3769	18845	3200	15645	0	3200	0	0	0	0	2	1	5.0	8	9	25.0	150.5	25.0	150.5	 	0	Y	4	2	269928.0	670000.0	0.0	0.0	1915	0	0	Tribeca South Historic District	 	5.0	7.52	6.0	7.5	1	1001490005.0	0	0021	982347	199690	12b	 	101S018	10104	 	0.0	 	1	16V2	0	364.472460417	3930.89667447
253	<geoprocessing describe geometry object object at 0x0312F860>	MN	150	19	101	  33	1009	02	1	10007	L001	1	7700	1	01	3A	116 DUANE STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	D2	03	0	 	DLMC, INC.	2917	12785	2917	9868	0	2917	0	0	0	0	2	1	5.0	5	6	25.0	116.67	75.0	108.0	 	2	N	5	5	439768.0	644614.0	0.0	0.0	1915	0	0	 	 	4.38	6.02	6.0	6.5	1	1001500019.0	0	0033	982373	199978	12b	Y	101S018	10104	 	0.0	 	1	16V2	0	301.130934115	3165.92074833
255	<geoprocessing describe geometry object object at 0x0312FA20>	MN	142	10	101	  39	3000	02	1	10013	L010	1	7700	1	01	3B	25 HARRISON STREET	C6-4	 	 	 	 	 	 	 	 	 	N	A9	01	0	P	SCHNEIER HARVEY	1260	1850	0	1850	0	0	0	0	0	0	2	1	2.75	1	1	20.0	63.0	20.0	63.0	 	2	N	3	2	45087.0	100759.0	0.0	0.0	1899	2009	0	 	314 WASHINGTON STREET (25 HARRISON	1.47	10.0	10.0	10.0	1	1001420010.0	0	0039	981299	201097	12a	 	101S037	10104	 	0.0	 	1	16V2	0	165.996750576	1341.89913525
256	<geoprocessing describe geometry object object at 0x0312F3E0>	MN	142	17	101	  39	3000	02	1	10013	L010	1	7700	1	01	3B	37 HARRISON STREET	C6-4	 	 	 	 	 	 	 	 	 	N	A9	01	0	P	JAMES, MEREDITH	1478	2660	0	2660	0	0	0	0	0	0	2	1	2.0	1	1	19.75	74.83	19.75	36.0	 	2	N	5	1	40214.0	93523.0	0.0	0.0	1960	0	0	 	331 WASHINGTON STREET (WILLIAM B. N	1.8	10.0	10.0	10.0	1	1001420017.0	0	0039	981197	201079	12a	 	101S037	10104	 	0.0	 	1	16V2	0	207.791958813	1838.18472108
257	<geoprocessing describe geometry object object at 0x0312FEA0>	MN	141	7	101	  39	4010	02	1	10013	E007	1	7700	1	01	3A	144 READE STREET	C6-2A	 	 	 	 	 	TMU	 	 	 	N	A7	01	0	 	LIM, LAUREEN	1350	5300	0	5300	0	0	0	0	0	0	2	1	5.5	1	1	25.0	53.5	25.0	54.0	 	3	Y	5	4	107968.0	229694.0	0.0	0.0	1915	2004	0	 	 	3.93	6.02	6.0	6.5	1	1001410007.0	0	0039	981504	200384	12a	 	101S016	10104	 	0.0	 	1	16V2	0	161.374996109	1410.23319697
258	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	126	13	101	  21	1006	02	1	10007	L010	1	7700	1	01	1A	53 PARK PLACE	C6-4	 	 	 	 	 	LM	 	 	 	N	D5	03	1	P	50 MURRAY STREET ACQU	9936	138600	8500	130100	0	8500	0	0	0	0	2	1	12.0	114	115	72.3	164.92	72.0	165.0	 	0	Y	3	2	1035000.0	12746700.0	0.0	0.0	1921	0	0	 	 	13.95	10.0	10.0	10.0	1	1001260013.0	0	0021	981435	199408	12b	 	101S017	10104	 	0.0	 	1	16V2	0	499.394349228	11088.9963832
261	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	136	7505	101	  21	1001	02	1	10007	L010	1	7700	1	01	 	85 WEST BROADWAY	C6-3A	 	 	 	 	 	TMU	 	 	 	N	RM	04	0	 	85 WEST BROADWAY COND	7541	71407	6638	15060	0	6638	0	0	0	0	2	1	13.0	15	17	75.0	100.92	75.0	100.96	 	0	N	0	5	2114999.0	16178400.0	0.0	614549.0	2007	0	0	 	 	9.47	7.52	6.0	7.5	1	1001367505.0	2132	0021	981718	199845	12b	 	11S 017	10104	 	1001360016.0	03/16/2010	1	16V2	7	361.645893272	8015.47432865
262	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	142	18	101	  39	3000	02	1	10013	L010	1	7700	1	01	3B	39 HARRISON STREET	C6-4	 	 	 	 	 	 	 	 	 	N	A9	01	0	P	PURITZ, DAVID	1480	3080	0	3080	0	0	0	0	0	0	2	1	2.0	1	1	20.0	74.0	20.0	44.0	 	3	N	5	1	33360.0	114562.0	0.0	0.0	1899	2008	0	 	 329 WASHINGTON STREET (JOSEPH RAND	2.08	10.0	10.0	10.0	1	1001420018.0	0	0039	981193	201058	12a	 	101S037	10104	 	0.0	 	1	16V2	0	199.856414285	1619.49587031
263	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	174	9	101	  33	1005	02	1	10013	L001	1	7700	1	01	3B	73 LEONARD STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	S4	04	0	P	73 TRIBECA LLC	2500	11945	2375	9570	0	0	0	2375	0	0	2	1	5.0	4	5	25.0	100.0	24.5	95.0	E	3	N	5	5	80443.0	531525.0	0.0	0.0	1910	2009	0	Tribeca East Historic District	 	4.78	6.02	6.0	6.5	1	1001740009.0	0	0033	982812	200733	12a	 	101S033	10105	 	0.0	 	1	16V2	0	251.123896089	2456.79252818
265	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	137	28	101	  21	2001	02	1	10007	L010	1	7700	1	01	 	156 CHAMBERS STREET	C6-3A	 	 	 	 	 	TMU	 	 	 	N	D2	03	0	 	MORSE, ARHTUR	1775	10500	2500	8000	0	2500	0	0	0	0	2	1	6.0	5	6	23.67	75.0	24.0	75.0	 	3	Y	5	5	72726.0	599105.0	0.0	0.0	1920	2008	0	 	 	5.92	7.52	6.0	7.5	1	1001370028.0	0	0021	981415	200043	12a	 	101S015	10104	 	0.0	 	1	16V2	0	205.542250126	1877.85307864
266	<geoprocessing describe geometry object object at 0x0312FDC0>	MN	175	7504	101	  33	1003	02	1	10013	L001	1	7700	3	01	 	90 FRANKLIN STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	RM	04	0	 	 	5637	86640	8025	78615	0	0	0	0	0	8025	2	1	17.0	24	27	0.12	0.0	0.0	0.0	 	0	N	0	5	773999.0	12661199.0	24770.0	311410.0	1915	0	0	 	 	15.37	6.02	6.0	6.5	1	1001757504.0	1108	0033	982876	200970	12a	 	11S 033	10105	 	1001750010.0	03/16/2000	1	16V2	7	316.164489968	6245.66395721
