FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
35459	<geoprocessing describe geometry object object at 0x0348EB80>	MN	2004	1	109	 219	1005	05	7	10027	E047	26	1100	1	09	2A	        MARGINAL STREET	M1-1	 	 	 	 	 	MMU	 	 	 	N	V1	11	0	C	NYC DSBS	96275	0	0	0	0	0	0	0	0	0	4	0	0.0	0	0	292.0	310.0	0.0	0.0	 	0	Y	2	5	96300.0	96300.0	96300.0	96300.0	0	0	0	 	 	0.0	0.0	1.0	2.4	1	1020040001.0	0	0219	994686	237495	5c	 	107N105	10707	 	0.0	 	1	16V2	0	601.520137569	2927.19871361
35462	<geoprocessing describe geometry object object at 0x0F02D380>	MN	2004	92	109	 219	1001	05	7	10027	E080	26	1100	1	09	2A	        MARGINAL STREET	M1-1	 	 	 	 	 	MMU	 	 	 	N	V9	11	0	C	NYC DSBS	158428	0	0	0	0	0	0	0	0	0	4	0	0.0	0	0	382.5	428.92	0.0	0.0	 	0	Y	9	5	676350.0	676350.0	676350.0	676350.0	0	0	0	 	 	0.0	0.0	1.0	2.4	1	1020040092.0	0	0219	995058	238135	5c	 	111S001	10707	 	0.0	 	1	16V2	0	716.230894768	1709.98800869
35465	<geoprocessing describe geometry object object at 0x0F02D3C0>	MN	2004	12	109	 219	1005	05	7	10027	E047	26	1100	1	09	2A	69 ST CLAIRE PLACE	M1-2	 	 	 	 	 	MMU	 	 	 	N	K2	05	0	 	MIDTOWN PROPERTIES,	12196	24392	24392	0	0	24392	0	0	0	0	2	1	2.0	0	2	160.0	82.58	160.0	82.58	 	0	Y	3	5	249300.0	3038400.0	0.0	0.0	1926	2008	0	 	 	2.0	0.0	2.0	4.8	1	1020040012.0	0	0219	995056	237296	5c	 	107N105	10707	 	0.0	 	1	16V2	0	496.339854509	12242.412972
35468	<geoprocessing describe geometry object object at 0x0F02D3C0>	MN	2004	8	109	 219	1005	05	7	10027	E047	26	1100	1	09	2A	71 ST CLAIRE PLACE	M1-2	 	 	 	 	 	MMU	 	 	 	N	K1	05	0	P	COLUMBIA WATERFRONT,	46510	6475	6475	0	0	4501	0	0	1974	0	2	1	1.0	0	2	102.58	200.5	87.0	53.0	 	3	Y	3	0	469800.0	1420200.0	0.0	0.0	1914	0	0	 	 	0.14	0.0	2.0	4.8	1	1020040008.0	0	0219	994989	237344	5c	 	17N 092	10707	 	0.0	 	1	16V2	0	592.736223636	19678.3736772
35469	<geoprocessing describe geometry object object at 0x0F02D060>	MN	2004	56	109	 219	1006	05	7	10027	E080	26	1100	1	09	2A	        MARGINAL STREET	M1-1	 	 	 	 	 	MMU	 	 	 	N	T2	07	0	C	NYC DSBS	143600	0	0	0	0	0	0	0	0	0	7	0	0.0	0	0	402.0	390.0	0.0	0.0	 	0	Y	2	5	2016000.0	2016000.0	2016000.0	2016000.0	0	0	0	 	 	0.0	0.0	1.0	2.4	1	1020040056.0	0	0219	994861	237796	5c	 	111S001	10707	 	0.0	 	1	16V2	0	821.218979805	3262.00056941
35470	<geoprocessing describe geometry object object at 0x0F02D060>	MN	2002	21	109	 223.01	4000	06	7	10031	E080	30	900	1	09	2A	617 WEST 135 STREET	R8	 	 	 	 	 	 	 	 	 	N	C1	02	0	P	609-619 WEST 135 STRE	3997	14260	0	14260	0	0	0	0	0	0	2	1	5.0	21	21	40.0	99.92	40.0	84.0	 	3	N	5	2	36000.0	432450.0	0.0	0.0	1905	1986	0	 	 	3.57	6.02	0.0	6.5	1	1020020021.0	0	022301	996432	238314	6a	 	111S020	10707	 	0.0	 	1	16V2	0	297.567861155	4336.40948407
35471	<geoprocessing describe geometry object object at 0x0F02D5E0>	MN	1982	49	109	 219	1015	05	7	10027	E037	26	1100	1	09	2B	13 OLD BROADWAY	R7A	 	 	 	C2-4	 	125	 	 	 	N	M1	08	0	X	CHEVRA TALMUND TORAH	2508	3759	3759	0	0	0	0	0	0	3759	2	1	2.0	0	1	25.08	100.0	25.08	100.0	 	0	N	5	2	53100.0	232650.0	53100.0	232650.0	1901	0	0	 	 	1.5	4.0	0.0	4.0	1	1019820049.0	0	0219	996132	236287	5c	 	107N093	10707	 	0.0	 	1	16V2	0	250.395206737	2457.92133077
35473	<geoprocessing describe geometry object object at 0x0F02D5E0>	MN	1970	51	109	 213.03	1001	05	9	10027	E080	26	1100	1	09	2B	100 CONVENT AVENUE	R7A	 	 	 	 	 	 	 	 	 	N	C1	02	0	P	CONVENT REALTY LLC	7488	24825	0	24825	0	0	0	0	0	0	2	1	5.0	34	34	72.0	107.25	69.0	91.0	 	3	Y	5	1	102150.0	506250.0	0.0	0.0	1910	1988	0	 	 	3.32	4.0	0.0	4.0	1	1019700051.0	0	021303	997262	236831	6a	 	111S004	10707	 	0.0	 	1	16V2	0	355.695912325	7454.59953434
35475	<geoprocessing describe geometry object object at 0x0F02D100>	MN	1999	33	109	 219	1000	05	7	10027	E080	26	1100	1	09	2A	3289 BROADWAY	C6-1	 	 	 	 	 	MMU	 	 	 	N	C4	02	0	C	HOUSING PRESERVATION	1875	5648	0	5648	0	0	0	0	0	0	2	1	4.0	8	8	25.0	75.0	25.0	61.0	 	3	N	5	2	20522.0	77227.0	20522.0	77227.0	1920	1989	0	 	 	3.01	3.44	6.0	6.5	1	1019990033.0	0	0219	996270	237543	5c	Y	111S002	10707	E-188	0.0	 	1	16V2	0	200.000052889	1875.00045371
35476	<geoprocessing describe geometry object object at 0x0F02DA60>	MN	1982	34	109	 219	1015	05	7	10027	E037	26	1100	1	09	2B	510 WEST 126 STREET	R7A	 	 	 	C2-4	 	125	 	 	 	N	I5	08	0	X	ST. MARY'S CENTER, IN	4550	11847	11847	0	0	0	0	0	0	11847	2	1	2.0	0	2	50.0	100.0	50.0	95.0	 	3	Y	5	2	105750.0	960750.0	105750.0	960750.0	1950	1996	1996	 	 	2.6	4.0	0.0	4.0	1	1019820034.0	0	0219	996349	235994	6a	 	107N093	10707	 	0.0	 	1	16V2	0	306.39887928	4721.5974791
