FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
20546	<geoprocessing describe geometry object object at 0x0312F960>	MN	1378	14	108	 122	3003	02	4	10065	E039	19	4100	1	08	1A	710 MADISON AVENUE	C5-1	 	 	 	 	 	MP	 	 	 	N	K4	04	0	 	710 MADISON AVENUE LL	1400	8400	5600	2800	0	5600	0	0	0	0	2	1	5.0	3	4	20.0	70.0	20.0	70.0	E	3	N	3	2	1399500.0	7538400.0	0.0	0.0	1910	2008	0	Upper East Side Historic District	 	6.0	10.0	4.0	10.0	1	1013780014.0	0	0122	992629	218454	8c	 	106E040	10508	 	0.0	 	1	16V2	0	192.749367696	1636.10493186
20550	<geoprocessing describe geometry object object at 0x0312F760>	MN	1375	147	108	 114.01	1002	02	4	10065	E039	19	4800	1	08	1A	34 EAST 61 STREET	C5-1	 	 	 	 	 	 	 	 	 	N	K4	04	0	 	PETRUS NY CORP.	2109	9765	7109	2656	0	7109	0	0	0	0	2	1	5.0	2	3	21.0	100.42	21.0	90.0	 	2	N	5	1	981000.0	2200950.0	0.0	0.0	1910	1988	2012	 	 	4.63	10.0	4.0	10.0	1	1013750147.0	0	011401	992542	217773	8c	 	106E039	10508	 	1013750049.0	01/02/1988	1	16V2	0	245.754510548	2139.70525445
20552	<geoprocessing describe geometry object object at 0x0312F860>	MN	1378	6	108	 122	3003	02	4	10065	E039	19	4100	1	08	1A	3 EAST 63 STREET	R8B	 	 	 	 	 	 	 	 	LH-1A	N	D9	03	0	 	63RD STREET YOUNG, LL	2510	9459	0	9459	0	0	0	0	0	0	2	1	4.0	11	11	25.0	100.42	25.0	92.0	E	2	N	5	1	206100.0	1427400.0	0.0	0.0	1910	1988	0	Upper East Side Historic District	 	3.77	4.0	0.0	4.0	1	1013780006.0	0	0122	992431	218611	8c	 	106E040	10508	 	0.0	 	1	16V2	0	257.678613081	2581.71142887
20553	<geoprocessing describe geometry object object at 0x0312F7E0>	MN	1378	12	108	 122	3003	02	4	10065	E039	19	4100	1	08	1A	15 EAST 63 STREET	R8B	 	 	 	 	 	 	 	 	LH-1A	N	D9	03	0	 	NESTOR, MARIANNE	2510	11080	0	11080	0	0	0	0	0	0	2	1	5.0	10	10	25.0	100.42	25.0	100.0	E	2	N	5	2	401347.0	1131598.0	0.0	0.0	1910	1953	0	Upper East Side Historic District	 	4.41	4.0	0.0	4.0	1	1013780012.0	0	0122	992558	218541	8c	 	106E040	10508	 	0.0	 	1	16V2	0	258.647801339	2632.0940338
20555	<geoprocessing describe geometry object object at 0x0312F680>	MN	1377	9	108	 114.01	2000	02	4	10065	E039	19	4800	1	08	1A	9 EAST 62 STREET	R8B	 	 	 	 	 	 	 	 	LH-1A	N	S9	04	0	 	9 EAST 62ND STREET LL	2510	13278	5000	8278	5000	0	0	0	0	0	2	1	6.0	4	7	25.0	100.42	25.0	92.0	E	3	N	5	2	744964.0	1520091.0	0.0	0.0	1900	0	0	Upper East Side Historic District	 	5.29	4.0	0.0	4.0	1	1013770009.0	0	011401	992370	218346	8c	 	106E040	10508	 	0.0	 	1	16V2	0	256.914692897	2530.16593514
20560	<geoprocessing describe geometry object object at 0x0312F6E0>	MN	1376	48	108	 114.01	1001	02	4	10065	E039	19	4800	1	08	1A	34 EAST 62 STREET	R8B	 	 	 	 	 	 	 	 	LH-1A	N	V1	11	0	 	WB34E62, LLC	2008	0	0	0	0	0	0	0	0	0	4	0	0.0	0	0	20.0	100.42	0.0	0.0	 	0	N	5	5	1154250.0	1154250.0	0.0	0.0	0	0	0	Upper East Side Historic District	 	0.0	4.0	0.0	4.0	1	1013760048.0	0	011401	992647	218013	8c	 	106E040	10508	 	0.0	 	1	16V2	0	247.549688457	2046.20878678
20561	<geoprocessing describe geometry object object at 0x0312F580>	MN	1377	115	108	 114.01	2000	02	4	10065	E039	19	4800	1	08	1A	692 MADISON AVENUE	C5-1	 	 	 	 	 	MP	 	 	 	N	S9	04	0	 	MBS REAL ESTATE GROUP	1400	5625	1480	4145	0	1480	0	0	0	0	2	1	5.0	6	8	20.0	70.0	20.0	74.0	E	3	N	5	2	1142100.0	1594800.0	0.0	0.0	1900	1985	2008	Upper East Side Historic District	 	4.02	10.0	4.0	10.0	1	1013770115.0	0	011401	992513	218246	8c	 	106E040	10508	 	0.0	 	1	16V2	0	186.338048535	1561.94837742
20564	<geoprocessing describe geometry object object at 0x0312F5E0>	MN	1375	127	108	 114.01	1002	02	4	10022	E039	19	4800	1	08	1A	39 EAST 60 STREET	C5-1	 	 	 	 	 	 	 	 	 	N	S5	04	0	P	33-39 EAST 60TH STRE	6740	6740	1800	4940	0	1800	0	0	0	0	2	1	4.0	6	7	20.0	100.42	20.0	80.0	E	3	N	5	2	393112.0	643370.0	0.0	0.0	1900	2008	0	 	 	1.0	10.0	4.0	10.0	1	1013750127.0	0	011401	992524	217663	8c	 	106E039	10508	 	0.0	 	1	16V2	0	256.618358459	2186.6915364
20569	<geoprocessing describe geometry object object at 0x0312F560>	MN	1375	67	108	 114.01	2002	02	4	10065	E039	19	4800	1	08	1A	797 5 AVENUE	C5-1	R10H	 	 	 	 	PI	 	 	 	Y	H7	03	0	P	795 FIFTH AVE CORP	27113	515755	18897	0	18897	0	0	0	0	0	2	1	41.0	0	4	100.42	270.0	98.0	269.0	 	3	N	3	2	18675000.0	69631650.0	0.0	0.0	1930	1989	2008	Upper East Side Historic District	 	19.02	10.0	4.0	10.0	1	1013750067.0	0	011401	992095	218020	8c	 	106E039	10508	 	0.0	 	1	16V2	0	766.799469313	28911.5058403
20571	<geoprocessing describe geometry object object at 0x0312F4E0>	MN	1375	42	108	 114.01	1002	02	4	10065	E039	19	4800	1	08	1A	46 EAST 61 STREET	C5-1	 	 	 	 	 	 	 	 	 	N	O2	05	0	 	NEW YORK 61ST STREET	2008	9658	9658	0	9658	0	0	0	0	0	2	1	6.0	0	1	20.0	100.42	20.0	91.0	 	3	N	5	1	1836000.0	2159550.0	0.0	0.0	1920	0	0	 	 	4.81	10.0	4.0	10.0	1	1013750042.0	0	011401	992642	217718	8c	 	106E039	10508	 	0.0	 	1	16V2	0	245.065826118	2104.62501411
