FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
1	<geoprocessing describe geometry object object at 0x0F02C900>	MN	9	14	101	   9	1013	02	1	10004	L015	1	7700	1	01	 	17 STATE STREET	C5-5	 	 	 	 	 	LM	 	 	 	N	O4	05	0	P	17 STATE OWNER LLC	23080	544015	544015	0	542515	0	0	1500	0	0	2	1	42.0	0	0	227.83	176.0	176.0	118.0	 	1	Y	3	2	14670000.0	59250600.0	0.0	0.0	1987	1985	0	 	 	23.57	10.0	15.0	15.0	1	1000090014.0	0	0009	980402	195359	12b	 	101S001	10101	 	1000090023.0	12/26/1985	1	16V2	0	686.230174148	23733.0556727
2	<geoprocessing describe geometry object object at 0x0F02CFE0>	MN	15	7501	101	  13	2005	02	1	10004	E010	1	7700	1	01	 	17 BATTERY PLACE	C5-5	 	 	 	 	 	LM	 	 	 	N	RM	04	0	P	17 BATTERY PLACE COND	64633	1202417	756035	446382	756035	0	0	0	0	0	2	2	31.0	500	602	180.67	363.96	0.0	0.0	 	0	Y	0	5	15867000.0	103923450.0	0.0	0.0	1902	1998	0	 	THE WHITEHALL BUILDING	18.6	10.0	15.0	15.0	1	1000157501.0	1025	0013	979859	196346	12b	 	11S 003	10101	 	1000150001.0	12/29/1998	1	16V2	7	1098.92567579	67538.239876
3	<geoprocessing describe geometry object object at 0x0F02CEC0>	MN	13	5	101	  13	2008	02	1	10004	E010	1	7700	1	01	 	11 BROADWAY	C5-5	 	 	 	 	 	LM	 	 	 	N	O4	05	0	P	BOWLING GREEN ASSOCIA	28814	434220	434220	0	411720	22500	0	0	0	0	2	1	22.0	0	50	162.33	200.67	152.0	200.0	 	3	Y	4	1	5625000.0	29257650.0	0.0	0.0	1900	1920	0	 	BOWLING GREEN OFFICES BUILDING	15.07	10.0	15.0	15.0	1	1000130005.0	0	0013	980293	196230	12b	 	101S003	10101	 	0.0	 	1	16V2	0	709.63223903	30686.0707353
6	<geoprocessing describe geometry object object at 0x0F02C120>	MN	13	1	101	  13	2008	02	1	10004	E010	1	7700	1	01	 	1 BROADWAY	C5-5	 	 	 	 	 	LM	 	 	 	N	O6	05	0	P	LOGANY	17025	180646	180646	0	176146	4500	0	0	0	0	2	1	14.0	0	28	96.33	171.33	96.33	171.33	 	0	Y	3	5	4905000.0	16934850.0	0.0	0.0	1900	1982	0	 	INTERNATIONAL MERCANTILE MARINE COM	10.61	10.0	15.0	15.0	1	1000130001.0	0	0013	980242	196109	12b	 	101S003	10101	 	0.0	 	1	16V2	0	563.259280477	18200.0571767
7	<geoprocessing describe geometry object object at 0x0F02C680>	MN	9	29	101	   9	1008	02	1	10004	L015	1	7700	1	01	 	24 WHITEHALL STREET	C5-5	 	 	 	 	 	LM	 	 	 	N	O4	05	0	P	STATE WHITEHALL CO	39985	896956	896956	0	864078	2878	30000	0	0	0	2	1	35.0	0	9	133.92	284.42	131.0	316.0	 	1	Y	1	2	35280000.0	67492800.0	0.0	0.0	1971	0	0	 	 	22.43	10.0	15.0	15.0	1	1000090029.0	0	0009	980443	195525	12b	 	101S001	10101	 	0.0	 	1	16V2	0	857.457738981	40564.4491159
8	<geoprocessing describe geometry object object at 0x0F02CFA0>	MN	3	3	101	   9	1020	02	1	10004	L015	1	7700	1	01	 	        PETER MINUIT PLAZA	PARK	 	 	 	 	 	 	 	 	 	N	Q1	09	0	C	PARKS AND RECREATION	33600	0	0	0	0	0	0	0	0	0	7	1	0.0	0	1	180.0	370.0	0.0	0.0	 	1	Y	1	0	4396050.0	4396050.0	4396050.0	4396050.0	0	0	0	 	 	0.0	0.0	0.0	0.0	1	1000030003.0	0	0009	980605	195017	12b	 	101S087	10101	 	1000030003.0	08/05/2009	1	16V2	0	1112.274642	52982.6062025
9	<geoprocessing describe geometry object object at 0x0F02C860>	MN	12	1	101	   9	1007	02	1	10004	L015	1	7700	1	01	 	2 WHITEHALL STREET	C5-5	 	 	 	 	 	LM	 	 	 	N	P7	08	0	X	U.S. CUSTOMS AND BORD	63805	320665	320665	0	320665	0	0	0	0	0	2	1	7.0	0	0	191.08	287.0	191.08	287.0	 	0	Y	3	2	25841250.0	49698900.0	25841250.0	49698900.0	1907	0	0	 	UNITED STATES CUSTOM HOUSE	5.03	10.0	15.0	15.0	1	1000120001.0	0	0009	980438	195776	12b	 	101S001	10101	 	0.0	 	1	16V2	0	1084.84135086	72251.2967311
11	<geoprocessing describe geometry object object at 0x0F02C840>	MN	16	7513	101	 317.04	4006	02	1	10004	E010	1	8900	 	01	 	10 LITTLE WEST STREET	BPC	 	 	 	 	 	BPC	 	 	 	N	RM	04	0	X	 	46266	523677	294617	229060	0	0	0	0	0	294617	2	2	38.0	115	117	369.0	229.4	0.0	0.0	 	0	Y	1	5	7768800.0	93778522.0	7768800.0	93778522.0	2003	0	0	 	 	11.32	0.0	0.0	0.0	1	1000167513.0	1217	031704	979391	196336	12b	 	11S 088	10101	 	1000160043.0	02/11/2002	1	16V2	7	874.26141523	42445.9442302
12	<geoprocessing describe geometry object object at 0x0312F420>	MN	16	1	101	 317.04	4001	02	1	10280	L015	1	8900	1	01	 	22 BATTERY PLACE	C6-4	 	 	 	 	 	LM	 	 	 	N	K2	05	0	C	NYC DSBS	83100	28732	28732	0	0	28732	0	0	0	0	2	1	3.0	0	1	77.0	293.0	40.0	323.0	 	1	Y	5	0	3253500.0	7381350.0	3253500.0	7381350.0	1910	2012	0	 	PIER A, BATTERY PARK	0.35	10.0	10.0	10.0	1	1000160001.0	0	031704	979250	195800	12b	 	101S088	10101	 	0.0	 	1	16V2	0	1864.16586279	32089.8062398
14	<geoprocessing describe geometry object object at 0x0312F420>	MN	12	28	101	   9	 	02	1	10004	L015	1	7700	1	01	 	        WHITEHALL STREET	PARK	 	 	 	 	 	 	 	 	 	N	Q1	09	0	C	PARKS AND RECREATION	22500	0	0	0	0	0	0	0	0	0	7	0	0.0	0	0	200.0	140.0	0.0	0.0	 	0	Y	1	5	6213150.0	6213150.0	6213150.0	6213150.0	0	0	0	 	BOWLING GREEN FENCE	0.0	0.0	0.0	0.0	1	1000120028.0	0	0009	0	0	12b	 	101S001	10101	 	0.0	 	1	16V2	0	561.211823301	22872.699097
